"IT_NAME","IT_NO","agreement","annotation_id","annotator","created_at","id","image_url","lead_time","query","rating","relation","updated_at"
"What My Labubu Sees(Kobo/電子書)","DJBQ3C-D900J3I99",16.666666666666664,75340287,"lobsterlabannotator+1@gmail.com","2025-10-15T06:03:56.778047Z",223472386,"https://cs-d.ecimg.tw/items/DJBQ3CD900J3I99/000001_1754292625.jpg",9.802,"labubu","1","C","2025-10-15T06:03:56.778060Z"
"What My Labubu Sees(Kobo/電子書)","DJBQ3C-D900J3I99",16.666666666666664,75334937,"lobsterlabannotator+7@gmail.com","2025-10-15T04:56:06.978767Z",223472386,"https://cs-d.ecimg.tw/items/DJBQ3CD900J3I99/000001_1754292625.jpg",15.056,"labubu","2","S","2025-10-15T04:56:06.978781Z"
"Andy Labubu車載座椅 汽車出風口座椅 Labubu專屬座椅 拉布布安全座椅 展示椅","DQAUAU-A900IYQGZ",16.666666666666664,75577954,"lobsterlabannotator+11@gmail.com","2025-10-16T14:42:44.022381Z",223472387,"https://cs-d.ecimg.tw/items/DQAUAUA900IYQGZ/000001_1750660806.jpg",17.084,"labubu","1","C","2025-10-16T14:42:58.549691Z"
"Andy Labubu車載座椅 汽車出風口座椅 Labubu專屬座椅 拉布布安全座椅 展示椅","DQAUAU-A900IYQGZ",16.666666666666664,75486431,"lobsterlabannotator+4@gmail.com","2025-10-16T04:21:56.579587Z",223472387,"https://cs-d.ecimg.tw/items/DQAUAUA900IYQGZ/000001_1750660806.jpg",3.114,"labubu","4","E","2025-10-16T04:21:56.579600Z"
"Andy Labubu車載座椅 汽車出風口座椅 Labubu專屬座椅 拉布布安全座椅 展示椅","DQAUAU-A900IYQGZ",16.666666666666664,75340308,"lobsterlabannotator+1@gmail.com","2025-10-15T06:04:14.216021Z",223472387,"https://cs-d.ecimg.tw/items/DQAUAUA900IYQGZ/000001_1750660806.jpg",15.28,"labubu","2","S","2025-10-15T06:04:14.216036Z"
"Andy Labubu車載座椅 汽車出風口座椅 Labubu專屬座椅 拉布布安全座椅 展示椅","DQAUAU-A900IYQGZ",16.666666666666664,75334959,"lobsterlabannotator+7@gmail.com","2025-10-15T04:56:27.684743Z",223472387,"https://cs-d.ecimg.tw/items/DQAUAUA900IYQGZ/000001_1750660806.jpg",18.957,"labubu","2","C","2025-10-15T04:56:27.684760Z"
"Andy Labubu透明pvc溜娃包 泡泡瑪特外出保護罩 泡泡瑪特 掛件防塵套 娃娃包 痛包 展示袋 防水 19.5cm","DQAUAU-A900IYPQX",16.666666666666664,75578027,"lobsterlabannotator+11@gmail.com","2025-10-16T14:43:14.321111Z",223472388,"https://cs-d.ecimg.tw/items/DQAUAUA900IYPQX/000001_1750647366.jpg",10.193,"labubu","1","C","2025-10-16T14:43:14.321122Z"
"Andy Labubu透明pvc溜娃包 泡泡瑪特外出保護罩 泡泡瑪特 掛件防塵套 娃娃包 痛包 展示袋 防水 19.5cm","DQAUAU-A900IYPQX",16.666666666666664,75486440,"lobsterlabannotator+4@gmail.com","2025-10-16T04:22:01.842163Z",223472388,"https://cs-d.ecimg.tw/items/DQAUAUA900IYPQX/000001_1750647366.jpg",3.454,"labubu","2","C","2025-10-16T04:22:01.842183Z"
"Andy Labubu透明pvc溜娃包 泡泡瑪特外出保護罩 泡泡瑪特 掛件防塵套 娃娃包 痛包 展示袋 防水 19.5cm","DQAUAU-A900IYPQX",16.666666666666664,75340325,"lobsterlabannotator+1@gmail.com","2025-10-15T06:04:29.384045Z",223472388,"https://cs-d.ecimg.tw/items/DQAUAUA900IYPQX/000001_1750647366.jpg",13.271,"labubu","2","C","2025-10-15T06:04:29.384059Z"
"Andy Labubu透明pvc溜娃包 泡泡瑪特外出保護罩 泡泡瑪特 掛件防塵套 娃娃包 痛包 展示袋 防水 19.5cm","DQAUAU-A900IYPQX",16.666666666666664,75334991,"lobsterlabannotator+7@gmail.com","2025-10-15T04:56:57.732394Z",223472388,"https://cs-d.ecimg.tw/items/DQAUAUA900IYPQX/000001_1750647366.jpg",28.399,"labubu","3","E","2025-10-15T04:56:57.732406Z"
"Andy Labubu 坐坐派對毛絨公仔衣服套裝 拉布布娃衣 服裝 連衣褲 毛衣 吊帶褲 帽子（一代二代通用）","DEEE1F-A900IYQJE",16.666666666666664,75578045,"lobsterlabannotator+11@gmail.com","2025-10-16T14:43:21.304900Z",223472389,"https://cs-d.ecimg.tw/items/DEEE1FA900IYQJE/000001_1750662044.jpg",5.489,"labubu","1","C","2025-10-16T14:43:21.304910Z"
"Andy Labubu 坐坐派對毛絨公仔衣服套裝 拉布布娃衣 服裝 連衣褲 毛衣 吊帶褲 帽子（一代二代通用）","DEEE1F-A900IYQJE",16.666666666666664,75486445,"lobsterlabannotator+4@gmail.com","2025-10-16T04:22:06.366747Z",223472389,"https://cs-d.ecimg.tw/items/DEEE1FA900IYQJE/000001_1750662044.jpg",2.98,"labubu","2","C","2025-10-16T04:22:06.366758Z"
"Andy Labubu 坐坐派對毛絨公仔衣服套裝 拉布布娃衣 服裝 連衣褲 毛衣 吊帶褲 帽子（一代二代通用）","DEEE1F-A900IYQJE",16.666666666666664,75340334,"lobsterlabannotator+1@gmail.com","2025-10-15T06:04:37.676735Z",223472389,"https://cs-d.ecimg.tw/items/DEEE1FA900IYQJE/000001_1750662044.jpg",5.869,"labubu","2","C","2025-10-15T06:04:37.676747Z"
"Andy Labubu 坐坐派對毛絨公仔衣服套裝 拉布布娃衣 服裝 連衣褲 毛衣 吊帶褲 帽子（一代二代通用）","DEEE1F-A900IYQJE",16.666666666666664,75335006,"lobsterlabannotator+7@gmail.com","2025-10-15T04:57:13.627184Z",223472389,"https://cs-d.ecimg.tw/items/DEEE1FA900IYQJE/000001_1750662044.jpg",14.256,"labubu","3","E","2025-10-15T04:57:13.627197Z"
"FAME: Kasing Lung: The Imagination Behind Labubu(Kobo/電子書)","DJBQ3C-D900J4PRS",33.33333333333333,75578093,"lobsterlabannotator+11@gmail.com","2025-10-16T14:43:41.622434Z",223472390,"https://cs-d.ecimg.tw/items/DJBQ3CD900J4PRS/000001_1755101147.jpg",18.588,"labubu","1","I","2025-10-16T14:43:41.622451Z"
"FAME: Kasing Lung: The Imagination Behind Labubu(Kobo/電子書)","DJBQ3C-D900J4PRS",33.33333333333333,75486462,"lobsterlabannotator+4@gmail.com","2025-10-16T04:22:15.338427Z",223472390,"https://cs-d.ecimg.tw/items/DJBQ3CD900J4PRS/000001_1755101147.jpg",7.48,"labubu","1","C","2025-10-16T04:22:15.338440Z"
"FAME: Kasing Lung: The Imagination Behind Labubu(Kobo/電子書)","DJBQ3C-D900J4PRS",33.33333333333333,75340349,"lobsterlabannotator+1@gmail.com","2025-10-15T06:04:47.990792Z",223472390,"https://cs-d.ecimg.tw/items/DJBQ3CD900J4PRS/000001_1755101147.jpg",8.525,"labubu","2","S","2025-10-15T06:04:47.990809Z"
"FAME: Kasing Lung: The Imagination Behind Labubu(Kobo/電子書)","DJBQ3C-D900J4PRS",33.33333333333333,75335016,"lobsterlabannotator+7@gmail.com","2025-10-15T04:57:30.949863Z",223472390,"https://cs-d.ecimg.tw/items/DJBQ3CD900J4PRS/000001_1755101147.jpg",15.671,"labubu","2","C","2025-10-15T04:57:30.949875Z"
"Labubu and the Carnival of Wonderlost(Kobo/電子書)","DJBQ38-D900IXN2I",16.666666666666664,75578108,"lobsterlabannotator+11@gmail.com","2025-10-16T14:43:48.487671Z",223472391,"https://cs-d.ecimg.tw/items/DJBQ38D900IXN2I/000001_1749833024.jpg",5.258,"labubu","1","E","2025-10-16T14:43:48.487682Z"
"Labubu and the Carnival of Wonderlost(Kobo/電子書)","DJBQ38-D900IXN2I",16.666666666666664,75486472,"lobsterlabannotator+4@gmail.com","2025-10-16T04:22:20.105495Z",223472391,"https://cs-d.ecimg.tw/items/DJBQ38D900IXN2I/000001_1749833024.jpg",3.272,"labubu","4","E","2025-10-16T04:22:20.105509Z"
"Labubu and the Carnival of Wonderlost(Kobo/電子書)","DJBQ38-D900IXN2I",16.666666666666664,75340361,"lobsterlabannotator+1@gmail.com","2025-10-15T06:04:55.094446Z",223472391,"https://cs-d.ecimg.tw/items/DJBQ38D900IXN2I/000001_1749833024.jpg",5.352,"labubu","2","S","2025-10-15T06:04:55.094461Z"
"Labubu and the Carnival of Wonderlost(Kobo/電子書)","DJBQ38-D900IXN2I",16.666666666666664,75335087,"lobsterlabannotator+7@gmail.com","2025-10-15T04:58:29.646187Z",223472391,"https://cs-d.ecimg.tw/items/DJBQ38D900IXN2I/000001_1749833024.jpg",57.031,"labubu","2","S","2025-10-15T04:58:29.646199Z"
"Andy 2入組 高透Labubu展示盒模型保護盒 翻蓋公仔展示盒 公仔收納盒 可堆疊 玩具收納 （坐姿＋站姿）","DQAUAU-A900IYPP4",16.666666666666664,75578119,"lobsterlabannotator+11@gmail.com","2025-10-16T14:43:55.185283Z",223472392,"https://cs-d.ecimg.tw/items/DQAUAUA900IYPP4/000001_1750646659.jpg",5.18,"labubu","1","C","2025-10-16T14:43:55.185296Z"
"Andy 2入組 高透Labubu展示盒模型保護盒 翻蓋公仔展示盒 公仔收納盒 可堆疊 玩具收納 （坐姿＋站姿）","DQAUAU-A900IYPP4",16.666666666666664,75486483,"lobsterlabannotator+4@gmail.com","2025-10-16T04:22:24.158756Z",223472392,"https://cs-d.ecimg.tw/items/DQAUAUA900IYPP4/000001_1750646659.jpg",2.513,"labubu","2","C","2025-10-16T04:22:24.158769Z"
"Andy 2入組 高透Labubu展示盒模型保護盒 翻蓋公仔展示盒 公仔收納盒 可堆疊 玩具收納 （坐姿＋站姿）","DQAUAU-A900IYPP4",16.666666666666664,75340368,"lobsterlabannotator+1@gmail.com","2025-10-15T06:05:02.415092Z",223472392,"https://cs-d.ecimg.tw/items/DQAUAUA900IYPP4/000001_1750646659.jpg",5.272,"labubu","4","E","2025-10-15T06:05:02.415106Z"
"Andy 2入組 高透Labubu展示盒模型保護盒 翻蓋公仔展示盒 公仔收納盒 可堆疊 玩具收納 （坐姿＋站姿）","DQAUAU-A900IYPP4",16.666666666666664,75335104,"lobsterlabannotator+7@gmail.com","2025-10-15T04:58:47.376057Z",223472392,"https://cs-d.ecimg.tw/items/DQAUAUA900IYPP4/000001_1750646659.jpg",16.073,"labubu","2","C","2025-10-15T04:58:47.376069Z"
"POPMART 泡泡瑪特 Labubu 泡泡瑪特 拉布布 耳機殼 潮流 潮玩 配件 耳機殼 PPMT-2310-0090","DEEE0C-A900HZGBB",33.33333333333333,75578196,"lobsterlabannotator+11@gmail.com","2025-10-16T14:44:34.591599Z",223472393,"https://cs-d.ecimg.tw/items/DEEE0CA900HZGBB/000001_1729241726.jpg",37.829,"labubu","1","E","2025-10-16T14:44:34.591609Z"
"POPMART 泡泡瑪特 Labubu 泡泡瑪特 拉布布 耳機殼 潮流 潮玩 配件 耳機殼 PPMT-2310-0090","DEEE0C-A900HZGBB",33.33333333333333,75486494,"lobsterlabannotator+4@gmail.com","2025-10-16T04:22:28.355105Z",223472393,"https://cs-d.ecimg.tw/items/DEEE0CA900HZGBB/000001_1729241726.jpg",2.41,"labubu","2","C","2025-10-16T04:22:28.355118Z"
"POPMART 泡泡瑪特 Labubu 泡泡瑪特 拉布布 耳機殼 潮流 潮玩 配件 耳機殼 PPMT-2310-0090","DEEE0C-A900HZGBB",33.33333333333333,75340377,"lobsterlabannotator+1@gmail.com","2025-10-15T06:05:09.705580Z",223472393,"https://cs-d.ecimg.tw/items/DEEE0CA900HZGBB/000001_1729241726.jpg",5.4,"labubu","2","C","2025-10-15T06:05:09.705600Z"
"POPMART 泡泡瑪特 Labubu 泡泡瑪特 拉布布 耳機殼 潮流 潮玩 配件 耳機殼 PPMT-2310-0090","DEEE0C-A900HZGBB",33.33333333333333,75335130,"lobsterlabannotator+7@gmail.com","2025-10-15T04:59:17.434596Z",223472393,"https://cs-d.ecimg.tw/items/DEEE0CA900HZGBB/000001_1729241726.jpg",28.608,"labubu","1","S","2025-10-15T04:59:17.434613Z"
"Oral-B 歐樂B PRO3 3D護齦電動牙刷 經典藍 (電動牙刷)","DMBA0K-A900C1JC9",50.0,75578214,"lobsterlabannotator+11@gmail.com","2025-10-16T14:44:40.652143Z",223472394,"https://cs-d.ecimg.tw/items/DMBA0KA900C1JC9/000001_1754028114.jpg",4.347,"電動牙刷","3","E","2025-10-16T14:44:40.652155Z"
"Oral-B 歐樂B PRO3 3D護齦電動牙刷 經典藍 (電動牙刷)","DMBA0K-A900C1JC9",50.0,75486508,"lobsterlabannotator+4@gmail.com","2025-10-16T04:22:38.894374Z",223472394,"https://cs-d.ecimg.tw/items/DMBA0KA900C1JC9/000001_1754028114.jpg",2.761,"電動牙刷","4","E","2025-10-16T04:22:38.894388Z"
"Oral-B 歐樂B PRO3 3D護齦電動牙刷 經典藍 (電動牙刷)","DMBA0K-A900C1JC9",50.0,75340384,"lobsterlabannotator+1@gmail.com","2025-10-15T06:05:15.180414Z",223472394,"https://cs-d.ecimg.tw/items/DMBA0KA900C1JC9/000001_1754028114.jpg",3.014,"電動牙刷","4","E","2025-10-15T06:05:15.180425Z"
"Oral-B 歐樂B PRO3 3D護齦電動牙刷 經典藍 (電動牙刷)","DMBA0K-A900C1JC9",50.0,75335136,"lobsterlabannotator+7@gmail.com","2025-10-15T04:59:23.650258Z",223472394,"https://cs-d.ecimg.tw/items/DMBA0KA900C1JC9/000001_1754028114.jpg",3.796,"電動牙刷","4","E","2025-10-15T04:59:23.650277Z"
"PHILIPS 飛利浦 官方直營 Sonicare 亮白隨行智能鑽石音波電動牙刷 HX9911/69 (紫鑽)(電動牙刷)","DMAC0D-A900GAQXI",50.0,75578226,"lobsterlabannotator+11@gmail.com","2025-10-16T14:44:45.901267Z",223472395,"https://cs-d.ecimg.tw/items/DMAC0DA900GAQXI/000001_1754035526.jpg",3.939,"電動牙刷","3","E","2025-10-16T14:44:45.901278Z"
"PHILIPS 飛利浦 官方直營 Sonicare 亮白隨行智能鑽石音波電動牙刷 HX9911/69 (紫鑽)(電動牙刷)","DMAC0D-A900GAQXI",50.0,75486515,"lobsterlabannotator+4@gmail.com","2025-10-16T04:22:44.199166Z",223472395,"https://cs-d.ecimg.tw/items/DMAC0DA900GAQXI/000001_1754035526.jpg",3.804,"電動牙刷","4","E","2025-10-16T04:22:44.199179Z"
"PHILIPS 飛利浦 官方直營 Sonicare 亮白隨行智能鑽石音波電動牙刷 HX9911/69 (紫鑽)(電動牙刷)","DMAC0D-A900GAQXI",50.0,75340389,"lobsterlabannotator+1@gmail.com","2025-10-15T06:05:19.633043Z",223472395,"https://cs-d.ecimg.tw/items/DMAC0DA900GAQXI/000001_1754035526.jpg",2.243,"電動牙刷","4","E","2025-10-15T06:05:19.633056Z"
"PHILIPS 飛利浦 官方直營 Sonicare 亮白隨行智能鑽石音波電動牙刷 HX9911/69 (紫鑽)(電動牙刷)","DMAC0D-A900GAQXI",50.0,75335139,"lobsterlabannotator+7@gmail.com","2025-10-15T04:59:27.091971Z",223472395,"https://cs-d.ecimg.tw/items/DMAC0DA900GAQXI/000001_1754035526.jpg",1.919,"電動牙刷","4","E","2025-10-15T04:59:27.091987Z"
"月陽 超值2入加厚簡易型無痕壁掛通用型電動牙刷架收納架(T1042X2)","DQAU92-A900GX626",100.0,75578241,"lobsterlabannotator+11@gmail.com","2025-10-16T14:44:55.455141Z",223472396,"https://cs-d.ecimg.tw/items/DQAU92A900GX626/000001_1700035310.jpg",8.093,"電動牙刷","2","C","2025-10-16T14:44:55.455151Z"
"月陽 超值2入加厚簡易型無痕壁掛通用型電動牙刷架收納架(T1042X2)","DQAU92-A900GX626",100.0,75486530,"lobsterlabannotator+4@gmail.com","2025-10-16T04:22:49.326764Z",223472396,"https://cs-d.ecimg.tw/items/DQAU92A900GX626/000001_1700035310.jpg",3.426,"電動牙刷","2","C","2025-10-16T04:22:49.326780Z"
"月陽 超值2入加厚簡易型無痕壁掛通用型電動牙刷架收納架(T1042X2)","DQAU92-A900GX626",100.0,75340396,"lobsterlabannotator+1@gmail.com","2025-10-15T06:05:26.519318Z",223472396,"https://cs-d.ecimg.tw/items/DQAU92A900GX626/000001_1700035310.jpg",4.676,"電動牙刷","2","C","2025-10-15T06:05:26.519331Z"
"月陽 超值2入加厚簡易型無痕壁掛通用型電動牙刷架收納架(T1042X2)","DQAU92-A900GX626",100.0,75335156,"lobsterlabannotator+7@gmail.com","2025-10-15T04:59:44.267952Z",223472396,"https://cs-d.ecimg.tw/items/DQAU92A900GX626/000001_1700035310.jpg",15.635,"電動牙刷","2","C","2025-10-15T04:59:44.267966Z"
"【大塚製藥Otsuka】ULOS 機能淨味沐浴乳 贈電動牙刷x1","DSBE3I-A900HMS34",16.666666666666664,75578262,"lobsterlabannotator+11@gmail.com","2025-10-16T14:45:00.388113Z",223472397,"https://cs-d.ecimg.tw/items/DSBE3IA900HMS34/000001_1720173105.jpg",3.475,"電動牙刷","0","I","2025-10-16T14:45:00.388124Z"
"【大塚製藥Otsuka】ULOS 機能淨味沐浴乳 贈電動牙刷x1","DSBE3I-A900HMS34",16.666666666666664,75486537,"lobsterlabannotator+4@gmail.com","2025-10-16T04:22:53.424871Z",223472397,"https://cs-d.ecimg.tw/items/DSBE3IA900HMS34/000001_1720173105.jpg",2.458,"電動牙刷","4","E","2025-10-16T04:22:53.424883Z"
"【大塚製藥Otsuka】ULOS 機能淨味沐浴乳 贈電動牙刷x1","DSBE3I-A900HMS34",16.666666666666664,75340404,"lobsterlabannotator+1@gmail.com","2025-10-15T06:05:34.914291Z",223472397,"https://cs-d.ecimg.tw/items/DSBE3IA900HMS34/000001_1720173105.jpg",6.111,"電動牙刷","0","I","2025-10-15T06:05:34.914305Z"
"【大塚製藥Otsuka】ULOS 機能淨味沐浴乳 贈電動牙刷x1","DSBE3I-A900HMS34",16.666666666666664,75335176,"lobsterlabannotator+7@gmail.com","2025-10-15T05:00:13.030604Z",223472397,"https://cs-d.ecimg.tw/items/DSBE3IA900HMS34/000001_1720173105.jpg",27.141,"電動牙刷","1","S","2025-10-15T05:00:13.030621Z"
"3.5mm頭通用充電線 80cm 3C 電子用品 電動牙刷 USB轉DC電源線 轉換線 小型電扇 550-USBDC3.5","DYAPA3-A900GGKMO",33.33333333333333,75578274,"lobsterlabannotator+11@gmail.com","2025-10-16T14:45:08.331561Z",223472398,"https://cs-d.ecimg.tw/items/DYAPA3A900GGKMO/000001_1688628670.jpg",6.441,"電動牙刷","1","C","2025-10-16T14:45:08.331573Z"
"3.5mm頭通用充電線 80cm 3C 電子用品 電動牙刷 USB轉DC電源線 轉換線 小型電扇 550-USBDC3.5","DYAPA3-A900GGKMO",33.33333333333333,75486550,"lobsterlabannotator+4@gmail.com","2025-10-16T04:22:58.580546Z",223472398,"https://cs-d.ecimg.tw/items/DYAPA3A900GGKMO/000001_1688628670.jpg",3.608,"電動牙刷","2","C","2025-10-16T04:22:58.580558Z"
"3.5mm頭通用充電線 80cm 3C 電子用品 電動牙刷 USB轉DC電源線 轉換線 小型電扇 550-USBDC3.5","DYAPA3-A900GGKMO",33.33333333333333,75340414,"lobsterlabannotator+1@gmail.com","2025-10-15T06:05:46.902389Z",223472398,"https://cs-d.ecimg.tw/items/DYAPA3A900GGKMO/000001_1688628670.jpg",10.186,"電動牙刷","1","C","2025-10-15T06:05:46.902402Z"
"3.5mm頭通用充電線 80cm 3C 電子用品 電動牙刷 USB轉DC電源線 轉換線 小型電扇 550-USBDC3.5","DYAPA3-A900GGKMO",33.33333333333333,75335198,"lobsterlabannotator+7@gmail.com","2025-10-15T05:00:24.642437Z",223472398,"https://cs-d.ecimg.tw/items/DYAPA3A900GGKMO/000001_1688628670.jpg",10.014,"電動牙刷","2","C","2025-10-15T05:00:24.642450Z"
"Panasonic 國際牌 日製音波震動國際電壓充電型電動牙刷 EW-DA44 -","DMBA8S-A900GMTR3",50.0,75578290,"lobsterlabannotator+11@gmail.com","2025-10-16T14:45:14.156687Z",223472399,"https://cs-d.ecimg.tw/items/DMBA8SA900GMTR3/000001_1693894057.jpg",4.411,"電動牙刷","3","E","2025-10-16T14:45:14.156699Z"
"Panasonic 國際牌 日製音波震動國際電壓充電型電動牙刷 EW-DA44 -","DMBA8S-A900GMTR3",50.0,75486558,"lobsterlabannotator+4@gmail.com","2025-10-16T04:23:03.685728Z",223472399,"https://cs-d.ecimg.tw/items/DMBA8SA900GMTR3/000001_1693894057.jpg",3.663,"電動牙刷","4","E","2025-10-16T04:23:03.685741Z"
"Panasonic 國際牌 日製音波震動國際電壓充電型電動牙刷 EW-DA44 -","DMBA8S-A900GMTR3",50.0,75340424,"lobsterlabannotator+1@gmail.com","2025-10-15T06:05:58.978570Z",223472399,"https://cs-d.ecimg.tw/items/DMBA8SA900GMTR3/000001_1693894057.jpg",9.761,"電動牙刷","4","E","2025-10-15T06:05:58.978584Z"
"Panasonic 國際牌 日製音波震動國際電壓充電型電動牙刷 EW-DA44 -","DMBA8S-A900GMTR3",50.0,75335206,"lobsterlabannotator+7@gmail.com","2025-10-15T05:00:31.865381Z",223472399,"https://cs-d.ecimg.tw/items/DMBA8SA900GMTR3/000001_1693894057.jpg",5.798,"電動牙刷","4","E","2025-10-15T05:00:31.865393Z"
"Brush Baby WildOnes 充電式兒童聲波電動牙刷(0-10Y)-多款可選","DWAC3Q-A900HWOLL",50.0,75578310,"lobsterlabannotator+11@gmail.com","2025-10-16T14:45:20.461441Z",223472400,"https://cs-d.ecimg.tw/items/DWAC3QA900HWOLL/000001_1754034294.jpg",4.882,"電動牙刷","3","E","2025-10-16T14:45:20.461456Z"
"Brush Baby WildOnes 充電式兒童聲波電動牙刷(0-10Y)-多款可選","DWAC3Q-A900HWOLL",50.0,75486568,"lobsterlabannotator+4@gmail.com","2025-10-16T04:23:07.414117Z",223472400,"https://cs-d.ecimg.tw/items/DWAC3QA900HWOLL/000001_1754034294.jpg",2.163,"電動牙刷","4","E","2025-10-16T04:23:07.414130Z"
"Brush Baby WildOnes 充電式兒童聲波電動牙刷(0-10Y)-多款可選","DWAC3Q-A900HWOLL",50.0,75340429,"lobsterlabannotator+1@gmail.com","2025-10-15T06:06:06.817212Z",223472400,"https://cs-d.ecimg.tw/items/DWAC3QA900HWOLL/000001_1754034294.jpg",5.803,"電動牙刷","4","E","2025-10-15T06:06:06.817225Z"
"Brush Baby WildOnes 充電式兒童聲波電動牙刷(0-10Y)-多款可選","DWAC3Q-A900HWOLL",50.0,75335217,"lobsterlabannotator+7@gmail.com","2025-10-15T05:00:39.215279Z",223472400,"https://cs-d.ecimg.tw/items/DWAC3QA900HWOLL/000001_1754034294.jpg",5.853,"電動牙刷","4","E","2025-10-15T05:00:39.215295Z"
"BRAUN 百靈 5系免拆快洗電鬍刀 51-M1200s+PRO1 電動牙刷(電動刮鬍刀/刮鬍刀)","DMBK0X-1900J1751",16.666666666666664,75578330,"lobsterlabannotator+11@gmail.com","2025-10-16T14:45:29.346373Z",223472401,"https://cs-d.ecimg.tw/items/DMBK0X1900J1751/000001_1754885585.jpg",7.449,"電動牙刷","3","E","2025-10-16T14:45:29.346384Z"
"BRAUN 百靈 5系免拆快洗電鬍刀 51-M1200s+PRO1 電動牙刷(電動刮鬍刀/刮鬍刀)","DMBK0X-1900J1751",16.666666666666664,75486580,"lobsterlabannotator+4@gmail.com","2025-10-16T04:23:13.343472Z",223472401,"https://cs-d.ecimg.tw/items/DMBK0X1900J1751/000001_1754885585.jpg",4.433,"電動牙刷","4","E","2025-10-16T04:23:13.343486Z"
"BRAUN 百靈 5系免拆快洗電鬍刀 51-M1200s+PRO1 電動牙刷(電動刮鬍刀/刮鬍刀)","DMBK0X-1900J1751",16.666666666666664,75340439,"lobsterlabannotator+1@gmail.com","2025-10-15T06:06:16.757647Z",223472401,"https://cs-d.ecimg.tw/items/DMBK0X1900J1751/000001_1754885585.jpg",7.878,"電動牙刷","3","E","2025-10-15T06:06:16.757661Z"
"BRAUN 百靈 5系免拆快洗電鬍刀 51-M1200s+PRO1 電動牙刷(電動刮鬍刀/刮鬍刀)","DMBK0X-1900J1751",16.666666666666664,75335233,"lobsterlabannotator+7@gmail.com","2025-10-15T05:00:58.877023Z",223472401,"https://cs-d.ecimg.tw/items/DMBK0X1900J1751/000001_1754885585.jpg",18.134,"電動牙刷","1","S","2025-10-15T05:00:58.877035Z"
"FastWhite 齒速白 熱銷新品科技美齒牙齒美 白專業品牌 藍光音波鑽白電動牙刷鑽白牙膏精華組 型號F0590","DMBA9T-A900H2PW4",50.0,75578343,"lobsterlabannotator+11@gmail.com","2025-10-16T14:45:35.867323Z",223472402,"https://cs-d.ecimg.tw/items/DMBA9TA900H2PW4/000001_1704872305.jpg",5.012,"電動牙刷","3","E","2025-10-16T14:45:35.867352Z"
"FastWhite 齒速白 熱銷新品科技美齒牙齒美 白專業品牌 藍光音波鑽白電動牙刷鑽白牙膏精華組 型號F0590","DMBA9T-A900H2PW4",50.0,75486589,"lobsterlabannotator+4@gmail.com","2025-10-16T04:23:18.317508Z",223472402,"https://cs-d.ecimg.tw/items/DMBA9TA900H2PW4/000001_1704872305.jpg",3.372,"電動牙刷","4","E","2025-10-16T04:23:18.317522Z"
"FastWhite 齒速白 熱銷新品科技美齒牙齒美 白專業品牌 藍光音波鑽白電動牙刷鑽白牙膏精華組 型號F0590","DMBA9T-A900H2PW4",50.0,75340447,"lobsterlabannotator+1@gmail.com","2025-10-15T06:06:23.694977Z",223472402,"https://cs-d.ecimg.tw/items/DMBA9TA900H2PW4/000001_1704872305.jpg",4.402,"電動牙刷","4","E","2025-10-15T06:06:23.694990Z"
"FastWhite 齒速白 熱銷新品科技美齒牙齒美 白專業品牌 藍光音波鑽白電動牙刷鑽白牙膏精華組 型號F0590","DMBA9T-A900H2PW4",50.0,75335241,"lobsterlabannotator+7@gmail.com","2025-10-15T05:01:05.008292Z",223472402,"https://cs-d.ecimg.tw/items/DMBA9TA900H2PW4/000001_1704872305.jpg",4.441,"電動牙刷","4","E","2025-10-15T05:01:05.008305Z"
"副廠-1卡4入IC智控潔板牙刷頭EB25 (相容歐樂B電動牙刷)","DMBA0M-A9006S3AB",50.0,75578362,"lobsterlabannotator+11@gmail.com","2025-10-16T14:45:43.032720Z",223472403,"https://cs-d.ecimg.tw/items/DMBA0MA9006S3AB/000001_1478500267.jpg",5.581,"電動牙刷","2","C","2025-10-16T14:45:43.032731Z"
"副廠-1卡4入IC智控潔板牙刷頭EB25 (相容歐樂B電動牙刷)","DMBA0M-A9006S3AB",50.0,75486602,"lobsterlabannotator+4@gmail.com","2025-10-16T04:23:22.338594Z",223472403,"https://cs-d.ecimg.tw/items/DMBA0MA9006S3AB/000001_1478500267.jpg",2.531,"電動牙刷","2","C","2025-10-16T04:23:22.338610Z"
"副廠-1卡4入IC智控潔板牙刷頭EB25 (相容歐樂B電動牙刷)","DMBA0M-A9006S3AB",50.0,75340464,"lobsterlabannotator+1@gmail.com","2025-10-15T06:06:37.473301Z",223472403,"https://cs-d.ecimg.tw/items/DMBA0MA9006S3AB/000001_1478500267.jpg",11.661,"電動牙刷","3","C","2025-10-15T06:06:37.473320Z"
"副廠-1卡4入IC智控潔板牙刷頭EB25 (相容歐樂B電動牙刷)","DMBA0M-A9006S3AB",50.0,75335251,"lobsterlabannotator+7@gmail.com","2025-10-15T05:01:16.454438Z",223472403,"https://cs-d.ecimg.tw/items/DMBA0MA9006S3AB/000001_1478500267.jpg",9.965,"電動牙刷","2","C","2025-10-15T05:01:16.454454Z"
