task_id,img,query,item,it_name,annotator
223472539,https://cs-d.ecimg.tw/items/DBAX761900J1ZGE/000001_1753250722.jpg,洗髮精,DBAX76-1900J1ZGE,NIPPI 膠原蛋白粉-白金版300g+膠原蛋白胜肽洗髮精360ml,"1,4,7"
223472540,https://cs-d.ecimg.tw/items/DGCQ39A900HXAJV/000001_1729123170.jpg,洗髮精,DGCQ39-A900HXAJV,Pokémon Store 洗髮精分裝瓶 Quaxly likes to keep things tidy 2,"1,4,7"
223472541,https://cs-d.ecimg.tw/items/DAAT0QA900HWPTK/000001_1727777433.jpg,洗髮精,DAAT0Q-A900HWPTK,Baan 貝恩 潔膚抗菌柔濕巾30抽20包+【貝臣】萬用護膚膏+雪花膏+嬰兒洗髮精(150ml+75ml+200ml*2),"1,4,7"
223472542,https://cs-d.ecimg.tw/items/DAAX2DA9008PNW5/000001_1515991413.jpg,洗髮精,DAAX2D-A9008PNW5,LION 日本獅王 OCTO清屑舒癢洗髮精320ml,"1,4,7"
223472543,https://cs-d.ecimg.tw/items/DJBN8FD900B6MXH/000001_1615403676.jpg,洗髮精,DJBN8F-D900B6MXH,Readmoo 讀墨 把洗髮精放在喜歡與討厭之間（讀墨電子書）,"1,4,7"
223472544,https://cs-d.ecimg.tw/items/DMBR0PA900HDASM/000001_1737618289.jpg,烘碗機,DMBR0P-A900HDASM,CHIMEI 奇美 70L三層紫外線烘碗機 KD-70FBL0,"1,4,7"
223472545,https://cs-d.ecimg.tw/items/DMBR1ZA900GZ1LJ/000001_1738507120.jpg,烘碗機,DMBR1Z-A900GZ1LJ,CHEFBORN 韓國天廚 殺菌效果提升4倍 UV燈全新升級 65L紫外線殺菌奶瓶烘碗機 PRO升級,"1,4,7"
223472546,https://cs-d.ecimg.tw/items/DEAGSPA900G4X93/000001_1678860351.jpg,烘碗機,DEAGSP-A900G4X93,台灣製304不銹鋼長型餐具置物籃(烘碗機適用),"1,4,7"
223472547,https://cs-d.ecimg.tw/items/DMBR0PA900GXUDT/000001_1734402235.jpg,烘碗機,DMBR0P-A900GXUDT,HELLER 嘉儀 免安裝全自動開關門桌上型洗烘碗機 KDW-236W(電壓110V/大容量6人份烘碗機洗烘碗機)洗碗機 烘碗機,"1,4,7"
223472548,https://cs-d.ecimg.tw/items/DMBR0SA900H85S4/000001_1733131235.jpg,烘碗機,DMBR0S-A900H85S4,友情牌 45公升熱風式烘碗機(不鏽鋼碗籃)) PF-2033上掀開蓋不佔空間,"1,4,7"
223472549,https://cs-d.ecimg.tw/items/QBAH6HA9006PVYC/000001_1700113362.jpg,烘碗機,QBAH6H-A9006PVYC,MIN SHIANG 名象 桌上型溫風乾燥烘碗機 TT-958,"1,4,7"
223472550,https://cs-d.ecimg.tw/items/DMBR24A900GXYKD/000001_1700770398.jpg,烘碗機,DMBR24-A900GXYKD,Rinnai 林內 懸掛式標準型白色80公分烘碗機(全省安裝)【RKD-380L-W】,"1,4,7"
223472551,https://cs-d.ecimg.tw/items/DMBM16A900H3H1Q/000001_1705647201.jpg,烘碗機,DMBM16-A900H3H1Q,SAKURA 櫻花 【南紡購物中心】 【Q-7592BL】70cm(與Q7592BL同款)烘碗機銀色(全省安裝,"1,4,7"
223472552,https://cs-d.ecimg.tw/items/DMBR0QA900FXV1D/000001_1738506695.jpg,烘碗機,DMBR0Q-A900FXV1D,SAMPO 聲寶 85L四層紫外線烘碗機 KB-85QU23A,"1,4,7"
223472553,https://cs-d.ecimg.tw/items/DMBM18A900AZ63L/000001_1701676313.jpg,烘碗機,DMBM18-A900AZ63L,【南紡購物中心】 紫外線10W殺菌燈管烘碗機專用,"1,4,7"
223472554,https://cs-d.ecimg.tw/items/DCACPUA900AXM59/000001_1750212910.jpg,網路線,DCACPU-A900AXM59,POLYWELL 寶利威爾 CAT6 網路線 /1M,"1,4,7"
223472555,https://cs-d.ecimg.tw/items/DCACPUA900B5YHI/000001_1723602549.jpg,網路線,DCACPU-A900B5YHI,POLYWELL 寶利威爾 CAT6A 高速乙太網路線 S/FTP 10Gbps/ 1M,"1,4,7"
223472556,https://cs-d.ecimg.tw/items/DQBB7SA900GHDLB/000001_1689134097.jpg,網路線,DQBB7S-A900GHDLB,網路線專用電錶 萬用電表 通斷檢測 電錶測試筆 二極體測量 電流電壓電阻測試 雙保險絲設計 遠端網路線測試 三用電錶,"1,4,7"
223472557,https://cs-d.ecimg.tw/items/DCADIJA900GI36Y/000001_1689737770.jpg,網路線,DCADIJ-A900GI36Y,USB3.0 轉 RJ45千兆網路適配器+3口3.0 HUB高速傳輸擴充集線器 usb網路擴充 網路線轉接頭,"1,4,7"
223472558,https://cs-d.ecimg.tw/items/DSBC0ZA900BUF1T/000001_1633431326.jpg,網路線,DSBC0Z-A900BUF1T,ASUS 華碩 【南紡購物中心】   ROG ZOOM CAT7 Cable 電競網路線,"1,4,7"
223472559,https://cs-d.ecimg.tw/items/DMAAIZA900GCBZ3/000001_1684421779.jpg,網路線,DMAAIZ-A900GCBZ3,"iSecure 英廣連 _八路 ""智慧雙光"" DIY 監視器組合: 1 部八路 4K 超高清網路型監控主機 (NVR) + 8 部智慧雙光 3MP 子彈型攝影機 (PoE) + 12 條 20 米網路線 + 4 個網線延長頭","1,4,7"
223472560,https://cs-d.ecimg.tw/items/DQAU50A900HGLAK/000001_1715240700.jpg,網路線,DQAU50-A900HGLAK,上手家居 延長線電線多功能收納架(桌下集線收納/網路線整理架) 4入組,"1,4,7"
223472561,https://cs-d.ecimg.tw/items/DCAXQ0A900GXJYY/000001_1742796207.jpg,網路線,DCAXQ0-A900GXJYY,DigiSun 得揚 KE635 KVM HDMI+USB 網路線訊號延長器 (直線50公尺),"1,4,7"
223472562,https://cs-d.ecimg.tw/items/DQBB78A900I78TZ/000001_1752734560.jpg,網路線,DQBB78-A900I78TZ,水晶壓線鉗 壓線鉗 網路壓線鉗 網路線壓線鉗 壓接鉗 網路線 水晶頭 穿透式 超能玩工 包退0費用,"1,4,7"
223472563,https://cs-d.ecimg.tw/items/DQBS2TA900GIBQH/000001_1689844816.jpg,網路線,DQBS2T-A900GIBQH,185-CDB3812 室內PVC線槽(黑) 單線槽 室內壓線槽 電線 網路線 黑色線槽 橡膠過線槽 線槽蓋線板 室內地面蓋線板 電線電纜 體育館 舞台過線橋 線路壓條 室內外穿壓線板 電線保護 路面電纜保護板,"1,4,7"
223472564,https://cs-d.ecimg.tw/items/DAAK65A900HRX2X/000001_1725245209.jpg,洗衣球,DAAK65-A900HRX2X,P&G 寶僑 8倍消臭4D洗衣球補充包23入,"1,4,7"
223472565,https://cs-d.ecimg.tw/items/DAAK2SA900I6O0W/000001_1751533313.jpg,洗衣球,DAAK2S-A900I6O0W,白蘭 精油芳香豆 洗衣球 126g (日光柑橘),"1,4,7"
223472566,https://cs-d.ecimg.tw/items/DEBA1QA900BEANM/000001_1753945568.jpg,洗衣球,DEBA1Q-A900BEANM,YAMAZAKI 山崎 tower磁吸式洗衣球收納盒(黑)日本百年品牌置物架/收納架,"1,4,7"
223472567,https://cs-d.ecimg.tw/items/QFAX1KA9009ZO6Y/000001_1559003841.jpg,洗衣球,QFAX1K-A9009ZO6Y,雙手萬能 洗衣機專用 女性內衣魔術洗衣球(2入裝),"1,4,7"
223472568,https://cs-d.ecimg.tw/items/DBDA0BA900G2DL0/000001_1746419637.jpg,洗衣球,DBDA0B-A900G2DL0,維維樂 (贈3罐+洗衣球1袋) 佳倍優 植物蛋白配方 237ml x24入/箱 (全素無糖),"1,4,7"
223472569,https://cs-d.ecimg.tw/items/DAAK2SA900HXGTT/000001_1728372629.jpg,洗衣球,DAAK2S-A900HXGTT,Walch 威露士 9X抗菌洗衣膠囊/洗衣球 補充包60顆/袋,"1,4,7"
223472570,https://cs-d.ecimg.tw/items/DAAK3NA900HQAC1/000001_1723627501.jpg,洗衣球,DAAK3N-A900HQAC1,Sanrio 三麗鷗 Melody美樂蒂-超濃縮洗衣球30入/袋-清新花香(官方正版授權),"1,4,7"
223472571,https://cs-d.ecimg.tw/items/DAAK9YA900GQPE8/000001_1697529175.jpg,洗衣球,DAAK9Y-A900GQPE8,ar FUM 紡優美 5合1 洗衣香氛膠囊/洗衣球 補充裝 45顆/袋*2 -永恆,"1,4,7"
223472572,https://cs-d.ecimg.tw/items/DAAK0O1900HZZKE/000001_1751530723.jpg,洗衣球,DAAK0O-1900HZZKE,白蘭 4X極淨酵素抗 病毒洗衣球(30顆/袋x3),"1,4,7"
223472573,https://cs-d.ecimg.tw/items/DAAK3NA900H2OUN/000001_1747720989.jpg,洗衣球,DAAK3N-A900H2OUN,Future Lab. 未來實驗室 Ioni 毛絮洗衣球+贈電動旋轉潔牙器,"1,4,7"
223472574,https://cs-d.ecimg.tw/items/DAAJG9A900HGX0S/000001_1754021429.jpg,沐浴乳,DAAJG9-A900HGX0S,澡享 沐浴乳 1000g (甘橙花梨木/雪松白麝香/玫瑰風信子/白茶/牡丹小蒼蘭/紫藤月光花),"1,4,7"
223472575,https://cs-d.ecimg.tw/items/DDABU8A900GFKPC/000001_1736488536.jpg,沐浴乳,DDABU8-A900GFKPC,tsaio 上山採藥 台灣茶系列-沐浴露 600ml -國寶茶/烏龍茶/手捻花茶/冷泉玉露 (保濕/修護/沐浴乳/濕潤),"1,4,7"
223472576,https://cs-d.ecimg.tw/items/DECBDTA900I978G/000001_1736760790.jpg,沐浴乳,DECBDT-A900I978G,倒立瓶蓋3入組 倒立式防漏瓶蓋 節省環保密封防漏 倒立式擠壓瓶蓋 沐浴乳瓶蓋,"1,4,7"
223472577,https://cs-d.ecimg.tw/items/DDAH1WA900G44DB/000001_1678173106.jpg,沐浴乳,DDAH1W-A900G44DB,HERMES 愛馬仕 TERRE D 大地香水禮盒[淡香水100ml+二合一洗髮沐浴乳80ml],"1,4,7"
223472578,https://cs-d.ecimg.tw/items/DEAKONA900FG9X4/000001_1662019752.jpg,沐浴乳,DEAKON-A900FG9X4,【Dr.甦】寵物沐浴乳洗毛精 保濕+ 柔順保濕 500ml  PH7.5優化皮膚平衡,"1,4,7"
223472579,https://cs-d.ecimg.tw/items/DQAUHRA900HZGBG/000001_1729241690.jpg,沐浴乳,DQAUHR-A900HZGBG,旅行分裝袋 沐浴乳洗髮精分裝 液體分裝袋 翻蓋 容量可選30-100ml,"1,4,7"
223472580,https://cs-d.ecimg.tw/items/DECBDTA900HDUKA/000001_1712906962.jpg,沐浴乳,DECBDT-A900HDUKA,KELA 德國 Merida洗手乳罐(黑200ml) / 按壓瓶 分裝瓶 乳液瓶 沐浴乳罐,"1,4,7"
223472581,https://cs-d.ecimg.tw/items/DQAUG9A900GJW61/000001_1691134108.jpg,沐浴乳,DQAUG9-A900GJW61,【荷生活】簡約透明沐浴乳洗髮精免打孔掛勾 多功能按壓瓶圓環勾-2入,"1,4,7"
223472582,https://cs-d.ecimg.tw/items/DEAZ6GA900C36K9/000001_1639450765.jpg,沐浴乳,DEAZ6G-A900C36K9,UMBRA 加拿大專利設計Joey陶瓷2合1清潔劑給皂瓶+沐浴刷肥皂盒330750-040適沐浴乳液洗碗精放菜瓜布,"1,4,7"
223472583,https://cs-d.ecimg.tw/items/DAAJ3GA900HDZRQ/000001_1713159102.jpg,沐浴乳,DAAJ3G-A900HDZRQ,【Shower Mate】la MEMORIA記憶香氛沐浴乳600ml (多款任選),"1,4,7"
223472584,https://cs-d.ecimg.tw/items/DAAB22A900GZBQU/000001_1755158954.jpg,衛生棉,DAAB22-A900GZBQU,SOFY 蘇菲 彈力貼身超薄日夜用潔翼/日用基本衛生棉(日夜用潔翼16+1包/日用基本16包) 指定規格加送1包,"1,4,7"
223472585,https://cs-d.ecimg.tw/items/DAAB22A900HCH2N/000001_1755158852.jpg,衛生棉,DAAB22-A900HCH2N,SOFY 蘇菲 極淨肌天然原生棉/衛生棉(日用/夜用/量少型)(17.5/23/26/29CM),"1,4,7"
223472586,https://cs-d.ecimg.tw/items/DAAC0BA900I58ET/000001_1733549659.jpg,衛生棉,DAAC0B-A900I58ET,MARNA 極簡省空間廁所掀蓋式方形小垃圾桶W-062W(容量1.5公升;雙層套娃式)桌面垃圾桶浴室垃圾桶適衛生棉化妝棉,"1,4,7"
223472587,https://cs-d.ecimg.tw/items/QAAQ7NA900AMQNO/000001_1625126433.jpg,衛生棉,QAAQ7N-A900AMQNO,(小;適有多包包的妳)婆婆媽媽袋中袋包中包聰明收納袋收納包多功能包魔術整理化妝包適衛生棉口紅粉餅眉筆行動電源手機鑰,"1,4,7"
223472588,https://cs-d.ecimg.tw/items/DQAUFTA900I7DX5/000001_1735031472.jpg,衛生棉,DQAUFT-A900I7DX5,【梵特】無痕免鑽釘壁掛式萬用收納盒-3入 (衛生棉收納/廚房小物收納),"1,4,7"
223472589,https://cs-d.ecimg.tw/items/DPAI80A900H3WLE/000001_1706166447.jpg,衛生棉,DPAI80-A900H3WLE,"小林製藥 (2瓶超值組)日本-Sarasaty生理期專用洗衣精120ml/瓶(私密貼身衣物清潔劑,重點去汙劑,衣物溫和洗淨液,內褲/布衛生棉/床單去血漬/衣物經血洗劑)","1,4,7"
223472590,https://cs-d.ecimg.tw/items/DIBMVNA900IKNUB/000001_1744793945.jpg,衛生棉,DIBMVN-A900IKNUB,SHIMOYAMA 霜山 貝殼型旅行用洗漱化妝包/衛生棉收納袋,"1,4,7"
223472591,https://cs-d.ecimg.tw/items/DAAB8P1900I8GJV/000001_1755252671.jpg,衛生棉,DAAB8P-1900I8GJV,Kotex 靠得住 草本抑 菌衛生棉 23cm/26cm/28cm/35cm 8包x4箱,"1,4,7"
223472592,https://cs-d.ecimg.tw/items/DAABE8A900HBS6L/000001_1731897774.jpg,衛生棉,DAABE8-A900HBS6L,Mdmmd. 明洞國際 蔓越莓超涼感衛生棉(6入組),"1,4,7"
223472593,https://cs-d.ecimg.tw/items/DECU6PB900HIAIB/000001_1716537218.jpg,衛生棉,DECU6P-B900HIAIB,SNOOPY 史努比 Peanuts史努比方形收納包- Snoopy 生理包 衛生棉收納包 隨身小包包,"1,4,7"
223472594,https://cs-d.ecimg.tw/items/DDCA2G1900FN31B/000001_1755223974.jpg,理膚寶水,DDCA2G-1900FN31B,LA ROCHE-POSAY 理膚寶水 B5+全面修復霜(升級版) 100ml X2入組,"1,4,7"
223472595,https://cs-d.ecimg.tw/items/DDCA10A900HP0N8/000001_1753940928.jpg,理膚寶水,DDCA10-A900HP0N8,LA ROCHE-POSAY 理膚寶水 MELA B3淡斑淨亮精華 30ml,"1,4,7"
223472596,https://cs-d.ecimg.tw/items/DDCV0JA900IUJLM/000001_1754963751.jpg,理膚寶水,DDCV0J-A900IUJLM,理膚寶水溫泉舒緩噴液300ml雙入組(+舒緩噴液 150ml*2),"1,4,7"
223472597,https://cs-d.ecimg.tw/items/DDCA10A900HLP0R/000001_1719313683.jpg,理膚寶水,DDCA10-A900HLP0R,LA ROCHE-POSAY 理膚寶水 敏感性頭皮溫和洗髮露 400ml,"1,4,7"
223472598,https://cs-d.ecimg.tw/items/DDCA101900AJJHC/000001_1755223219.jpg,理膚寶水,DDCA10-1900AJJHC,LA ROCHE-POSAY 理膚寶水 全護清爽防曬液UVA PRO 潤色 SPF50 PA++++ 30ml 【2入組】,"1,4,7"
223472599,https://cs-d.ecimg.tw/items/DDCA10A900II07K/000001_1753948121.jpg,理膚寶水,DDCA10-A900II07K,LA ROCHE-POSAY 理膚寶水 A醇緊緻抗痕精華 30ml,"1,4,7"
223472600,https://cs-d.ecimg.tw/items/DDCA10A900C33V4/000001_1714494641.jpg,理膚寶水,DDCA10-A900C33V4,LA ROCHE-POSAY 理膚寶水 多容安超極效舒敏眼霜 20ml #安心眼霜,"1,4,7"
223472601,https://cs-d.ecimg.tw/items/DDCA10A90096VKG/000001_1622519018.jpg,理膚寶水,DDCA10-A90096VKG,LA ROCHE-POSAY 理膚寶水 瞬效控油噴霧 150ml,"1,4,7"
223472602,https://cs-d.ecimg.tw/items/DDCA101900IEQQY/000001_1755222953.jpg,理膚寶水,DDCA10-1900IEQQY,LA ROCHE-POSAY 理膚寶水 C12肌光活膚精華 30ml 2入組_C12肌光瓶,"1,4,7"
223472603,https://cs-d.ecimg.tw/items/DDCA1AA900IJA97/000001_1753945753.jpg,理膚寶水,DDCA1A-A900IJA97,LA ROCHE-POSAY 理膚寶水 舒緩保濕體驗3件組,"1,4,7"
223472604,https://cs-d.ecimg.tw/items/DAAK8Q1900HH419/000001_1755373503.jpg,洗碗精,DAAK8Q-1900HH419,橘子工坊 蔬果碗盤洗碗精補充包 500mlx6(去油淨味/溫和除菌/去垢酵素),"1,4,7"
223472605,https://cs-d.ecimg.tw/items/DAAZ51A900GYM39/000001_1754014887.jpg,洗碗精,DAAZ51-A900GYM39,Pril 淨麗小蘇打高效洗碗精補充包-1000ml,"1,4,7"
223472606,https://cs-d.ecimg.tw/items/DQAUG0A900H2C59/000001_1704419719.jpg,洗碗精,DQAUG0-A900H2C59,[享居家] 自動排水 不鏽鋼瀝水架 ( 菜瓜布架水槽架台面收納架抹布掛架洗碗精收納),"1,4,7"
223472607,https://cs-d.ecimg.tw/items/DCADLAA900FDHQJ/000001_1659982488.jpg,洗碗精,DCADLA-A900FDHQJ,AUMLMASIG 全通碩 【凝膠+噴霧2合1電動感應噴霧器】2合1電動感應噴霧器紅外線感應 個人/寵物/公共場合 噴霧模式-乾洗手  無需按壓免接觸 辦公室花盆澆花 酒精噴灑 洗碗噴洗碗精 小朋友洗澡噴沐浴乳,"1,4,7"
223472608,https://cs-d.ecimg.tw/items/DQAUG9A900IEYLE/000001_1741147305.jpg,洗碗精,DQAUG9-A900IEYLE,3入高質感★免打孔釘單瓶罐架無痕貼片白色掛勾(沐浴乳洗髮精洗手乳洗碗精 瓶口置物架L型壁掛),"1,4,7"
223472609,https://cs-d.ecimg.tw/items/DECBBDA900AACOK/000001_1569948899.jpg,洗碗精,DECBBD-A900AACOK,Sorema 舒蕾馬 【MioMall 米歐廣場】 SPA-白 洗手乳罐/沐浴乳罐/洗碗精罐頂級SPA渡假飯店衛浴品味,"1,4,7"
223472610,https://cs-d.ecimg.tw/items/DEAGJGA900GMZWL/000001_1748487431.jpg,洗碗精,DEAGJG-A900GMZWL,YAMAZAKI 山崎 tower無痕貼清潔劑按壓瓶(白)/洗碗精分裝瓶/清潔瓶/無痕收納/日本百年品牌,"1,4,7"
223472611,https://cs-d.ecimg.tw/items/DDBK74A900I1SF8/000001_1730856038.jpg,洗碗精,DDBK74-A900I1SF8,300ML大容量透明按壓分裝瓶 4入 (分裝瓶/乳液分裝/沐浴乳分裝/洗碗精分裝),"1,4,7"
223472612,https://cs-d.ecimg.tw/items/DEBAM2A900EZLYH/000001_1651631646.jpg,洗碗精,DEBAM2-A900EZLYH,ABS 愛貝斯 快速到貨超方便單手直壓洗碗精盒(4入組),"1,4,7"
223472613,https://cs-d.ecimg.tw/items/QFAXARA900A3PN3/000001_1643079886.jpg,洗碗精,QFAXAR-A900A3PN3,PEACHY LIFE 完美主義 流理台伸縮水槽掛籃/洗碗精掛籃/側掛籃,"1,4,7"
223472614,https://cs-d.ecimg.tw/items/DBAB2YA9008VCZW/000001_1715063106.jpg,礦泉水,DBAB2Y-A9008VCZW,悅氏 礦泉水330ml(24瓶/箱),"1,4,7"
223472615,https://cs-d.ecimg.tw/items/DBAG0JA9008VD7U/000001_1711870676.jpg,礦泉水,DBAG0J-A9008VD7U,悅氏 礦泉水600ml(24瓶/箱),"1,4,7"
223472616,https://cs-d.ecimg.tw/items/DEAD2QA900FBP2O/000001_1658708821.jpg,礦泉水,DEAD2Q-A900FBP2O,Ample Car 多功能汽車椅背皮革收納垃圾桶 車用掛式收納盒 椅背收納 門邊收納 皮革包覆 時尚外觀 小物品收納 可掛式 手機 礦泉水,"1,4,7"
223472617,https://cs-d.ecimg.tw/items/DJBR22D900IO5WA/000001_1745576140.jpg,礦泉水,DJBR22-D900IO5WA,HyRead 酒食聖經:食物與酒、咖啡、茶、礦泉水的完美搭配，73位(電子書),"1,4,7"
223472618,https://cs-d.ecimg.tw/items/QFAZA5A900A6C2R/000001_1702024456.jpg,礦泉水,QFAZA5-A900A6C2R,愛愛屋 日本原裝NPG愛不釋手Q版偽裝潤滑液-礦泉水350ml,"1,4,7"
223472619,https://cs-d.ecimg.tw/items/DICD4KA900FQ342/000001_1667542031.jpg,礦泉水,DICD4K-A900FQ342,珠友 多功能手提袋/學生補習袋/雪花布便當袋/兩側可收納水壺/雨傘/保溫瓶/礦泉水(直/A4),"1,4,7"
223472620,https://cs-d.ecimg.tw/items/DMAL6MA900J41YQ/000001_1754635828.jpg,礦泉水,DMAL6M-A900J41YQ,台式飲水器 即熱式飲水機 茶吧機 自動電熱燒水壺 家用桌面 礦泉水 四段精准溫控 操作簡單方便 觸控面板,"1,4,7"
223472621,https://cs-d.ecimg.tw/items/DAACEDA900HHDUO/000001_1715847711.jpg,礦泉水,DAACED-A900HHDUO,PS MALL 可接礦泉水瓶乾濕兩用清潔刷【J381】2入,"1,4,7"
223472622,https://cs-d.ecimg.tw/items/DEABHSA90060FQ2/000001_1478420258.jpg,礦泉水,DEABHS-A90060FQ2,【台灣製】5公升生活水箱/儲水箱/山泉水儲水桶/礦泉水桶,"1,4,7"
223472623,https://cs-d.ecimg.tw/items/DBAG4LA90077PIL/000001_1748059709.jpg,礦泉水,DBAG4L-A90077PIL,FIJI Water斐濟天然深層礦泉水(1000ml x 12瓶)(官方直營),"1,4,7"
223472624,https://cs-d.ecimg.tw/items/DXAX0TA900GK78A/000001_1722824761.jpg,adidas,DXAX0T-A900GK78A,adidas 愛迪達 休閒鞋 Samba OG 男鞋 女鞋 白 黑 皮革 麂皮 焦糖底 森巴 復古 B75806,"1,4,7"
223472625,https://cs-d.ecimg.tw/items/DXAX0TA900GKC96/000001_1691566762.jpg,adidas,DXAX0T-A900GKC96,adidas 愛迪達 休閒鞋 Handball Spezial 男鞋 女鞋 情侶鞋 黑 膠底 麂皮 復古 三葉草 DB3021,"1,4,7"
223472626,https://cs-d.ecimg.tw/items/DYAG0XA900I9AAC/000001_1736829694.jpg,adidas,DYAG0X-A900I9AAC,Samsung 三星 Galaxy S23+ Adidas Samba 原廠聯名保護殼 (GP-FPS916),"1,4,7"
223472627,https://cs-d.ecimg.tw/items/DXBY2YA900I1F0Y/000001_1730448220.jpg,adidas,DXBY2Y-A900I1F0Y,adidas 愛迪達 WARM JKT 休閒外套 女 立領 毛絨外套 灰色-JJ1081,"1,4,7"
223472628,https://cs-d.ecimg.tw/items/QBAB3SA900AT6BA/000001_1702381816.jpg,adidas,QBAB3S-A900AT6BA,SENNHEISER 森海塞爾 PX 685i SPORTS adidas聯名運動頭戴耳塞式耳機,"1,4,7"
223472629,https://cs-d.ecimg.tw/items/DEBYKLA900ITS1X/000001_1747364740.jpg,adidas,DEBYKL-A900ITS1X,adidas 愛迪達 【福利品】編織瑜珈伸展帶 (胭脂紅),"1,4,7"
223472630,https://cs-d.ecimg.tw/items/DXAX6BA900FYX2A/000001_1675236814.jpg,adidas,DXAX6B-A900FYX2A,adidas 愛迪達 ULTRABOOST 1.0 男 慢跑鞋-HQ4201,"1,4,7"
223472631,https://cs-d.ecimg.tw/items/DEBNJBA900IC61I/000001_1738907208.jpg,adidas,DEBNJB-A900IC61I,adidas 愛迪達 D4T KNIT PANT 長褲 女 黑色-JP2644,"1,4,7"
223472632,https://cs-d.ecimg.tw/items/DDAH76A900ITB0J/000001_1755236340.jpg,adidas,DDAH76-A900ITB0J,adidas 愛迪達 率性氛圍系列-能量驅動/能量補給/慵懶地帶/療癒時光/無畏自信/快樂宣言中性淡香精100ml-任選,"1,4,7"
223472633,https://cs-d.ecimg.tw/items/DXAX0VA900HAOHM/000001_1710085113.jpg,adidas,DXAX0V-A900HAOHM,adidas 愛迪達 x Fear of God Athletics Los Angeles Clay 卡其色 聯名款 男鞋 籃球鞋 運動鞋 IF4215,"1,4,7"
223472634,https://cs-d.ecimg.tw/items/DSABKOA900A4GL5/000001_1747016512.jpg,行動硬碟,DSABKO-A900A4GL5,Transcend 創見 4TB StoreJet 35T3 3.5吋USB3.1外接硬碟 (TS4TSJ35T3),"1,4,7"
223472635,https://cs-d.ecimg.tw/items/QABF0QA9009M83C/000001_1755130633.jpg,行動硬碟,QABF0Q-A9009M83C,Transcend 創見 SJ25A3K 1TB 2.5吋 外接硬碟,"1,4,7"
223472636,https://cs-d.ecimg.tw/items/DSAUFPA900HH4O7/000001_1715732356.jpg,行動硬碟,DSAUFP-A900HH4O7,滿額免運送達【AUMLMASIG全通碩】全金屬機身 USB 4合1擴充多功隨身集線器 Type-C USB 4in1- Connector 2*USB-C+2*USB-A 通用Type-C接頭  *常見連接筆記型電腦行動硬碟手機平板 金融卡讀卡機隨身碟鍵盤滑鼠等USB設備,"1,4,7"
223472637,https://cs-d.ecimg.tw/items/DHAEJA1900I5S4C/000001_1735780805.jpg,行動硬碟,DHAEJA-1900I5S4C,ACER 宏碁 【1TB行動硬碟組】Aspire Lite 14吋 文書效能筆電金色(Ci5-1334U/8GB/512GB/W11/AL14-52M-528M),"1,4,7"
223472638,https://cs-d.ecimg.tw/items/DRAA5NA900HL8K0/000001_1750818471.jpg,行動硬碟,DRAA5N-A900HL8K0,WD 威騰 My Passport 6TB 2.5吋行動硬碟-白(BR9S0060BWT-WESN),"1,4,7"
223472639,https://cs-d.ecimg.tw/items/DYAO8BA9008Q325/000001_1679970070.jpg,行動硬碟,DYAO8B-A9008Q325,GCOMM 行動電源 隨身硬碟 增厚保護收納包 紳士黑,"1,4,7"
223472640,https://cs-d.ecimg.tw/items/DRAABGA900F12AM/000001_1747621457.jpg,行動硬碟,DRAABG-A900F12AM,Seagate 希捷 One Touch 2TB 輕薄行動硬碟-玫瑰金 (STKY2000405),"1,4,7"
223472641,https://cs-d.ecimg.tw/items/DCAC19A900ICT3G/000001_1739411484.jpg,行動硬碟,DCAC19-A900ICT3G,MoZuo 魔宙 USB3.0 轉 Micro-B 公對公 外接硬碟數據傳輸線 直頭 1M,"1,4,7"
223472642,https://cs-d.ecimg.tw/items/QABB1YA900ADG49/000001_1682404531.jpg,行動硬碟,QABB1Y-A900ADG49,ADATA 威剛 【南紡購物中心】   HM800 4TB 3.5吋外接硬碟《黑》,"1,4,7"
223472643,https://cs-d.ecimg.tw/items/DSBC07A900I37FZ/000001_1732005623.jpg,行動硬碟,DSBC07-A900I37FZ,Seagate 希捷 FireCuda 530 M.2 SSD 星際大戰版 固態硬碟 1TB PCIe Gen4 硬碟 外接硬碟,"1,4,7"
223472644,https://cs-d.ecimg.tw/items/DGBK4OA900A26ER/000001_1755153524.jpg,防潮箱,DGBK4O-A900A26ER,收藏家 57公升居家美背型電子防潮箱 PC-69N,"1,4,7"
223472645,https://cs-d.ecimg.tw/items/DGBK1XA900A96Q9/000001_1753755351.jpg,防潮箱,DGBK1X-A900A96Q9,防潮家 121公升大容量全能型防潮箱(PC-120),"1,4,7"
223472646,https://cs-d.ecimg.tw/items/DEAK9JA900HOG39/000001_1721634663.jpg,防潮箱,DEAK9J-A900HOG39,日本HAGOOGI半導體真空保鮮罐 10L(防潮箱 飼料桶 儲米 防潮 防霉 真空機 食物保鮮 防氧化 寵物 貓狗),"1,4,7"
223472647,https://cs-d.ecimg.tw/items/DGBK4OA900I7W3P/000001_1736819985.jpg,防潮箱,DGBK4O-A900I7W3P,收藏家 DryQube 防潮收納組合櫃 DQ1-S 奶茶色 (可換左右門方向/抽屜式拖盤層板/美學防潮箱),"1,4,7"
223472648,https://cs-d.ecimg.tw/items/DGBK5HA900B75FL/000001_1732854191.jpg,防潮箱,DGBK5H-A900B75FL,SAMURAI 新武士 GP5-25L 觸控式數位電子防潮箱 (公司貨),"1,4,7"
