id,IT_NAME,image_url,query,annotators
223502119,SENGOKU 日本千石 阿拉丁瞬熱減煙迷你電烤盤 CAG-MG7T,https://cs-d.ecimg.tw/items/DMAGV0A900I15UX/000001_1742896189.jpg,阿拉丁,"['2', '5', '8', '12']"
223502120,LEGO 樂高 積木 迪士尼 阿拉丁 迷你迪士尼阿格拉巴宮殿40613迷你迪士尼城堡 40478雙套組,https://cs-d.ecimg.tw/items/DEAELFA900H3GKX/000001_1705642812.jpg,阿拉丁,"['2', '5', '8', '12']"
223502121,馬桶上的阿拉丁1（Pubu電子書）,https://cs-d.ecimg.tw/items/DJBS4QD900IPXZL/000001_1746086137.jpg,阿拉丁,"['2', '5', '8', '12']"
223502122,TAKARA TOMY 多美小汽車 DREAM TOMICA #185 DS遊園列車 阿拉丁 神燈,https://cs-d.ecimg.tw/items/DEAS1IA900IIL5D/000001_1743577266.jpg,阿拉丁,"['2', '5', '8', '12']"
223502123,Sex Toys 【情趣職人】阿拉丁強震摳動前列腺後庭棒,https://cs-d.ecimg.tw/items/DECZ6SA900G5A7U/000001_1679044698.jpg,阿拉丁,"['2', '5', '8', '12']"
223502124,ALUXE 亞立詩 10K金 鑽石項鍊 金色星月 迪士尼 阿拉丁系列 NNDA005,https://cs-d.ecimg.tw/items/DIDS3YA900FTFSH/000001_1710143803.jpg,阿拉丁,"['2', '5', '8', '12']"
223502125,HyRead 精選世界童話:阿拉丁神燈 [有聲書](電子書),https://cs-d.ecimg.tw/items/DJBR4ED900IS8ZJ/000001_1746777087.jpg,阿拉丁,"['2', '5', '8', '12']"
223502126,漫畫大作戰7：阿拉丁解救美食國(Kobo/電子書),https://cs-d.ecimg.tw/items/DJBQ1DD900GTSS2/000001_1699632354.jpg,阿拉丁,"['2', '5', '8', '12']"
223502127,富士琺瑯 Memories-單柄附蓋阿拉丁牛奶鍋14cm/1.4L-復刻小藍花,https://cs-d.ecimg.tw/items/DEDG0AA900G29AX/000001_1732634463.jpg,阿拉丁,"['2', '5', '8', '12']"
223502128,PAPAGO! PAPAGO FX770 GPS後視鏡前後鏡頭行車錄器32G記憶卡,https://cs-d.ecimg.tw/items/DEBB01A900G51NP/000001_1700019468.jpg,後鏡頭,"['2', '5', '8', '12']"
223502129,PAIPAI 拍拍 GSY13XW 1080P星光夜視 12吋 科技執法/GPS/區間測速/全屏觸控聲控 前後鏡頭 流媒體電子後視鏡行車紀錄器 (贈64G),https://cs-d.ecimg.tw/items/DEBB96A900F5NJT/000001_1713163540.jpg,後鏡頭,"['2', '5', '8', '12']"
223502130,Ninja 東京御用 Apple iPhone 8 Plus (5.5吋)【後鏡頭專用鋼化保護貼】,https://cs-d.ecimg.tw/items/QAAO8TA9008F4NC/000001_1713000550.jpg,後鏡頭,"['2', '5', '8', '12']"
223502131,EverChrom 彩宣 REVORING 37-49mm前後鏡頭蓋 RAFC49,https://cs-d.ecimg.tw/items/DGCH8JA900I36BV/000001_1731993566.jpg,後鏡頭,"['2', '5', '8', '12']"
223502132,MUFU V30P&V20S鏡頭保護貼 前後鏡頭保護貼,https://cs-d.ecimg.tw/items/DSBE1LA900I9LDZ/000001_1736994819.jpg,後鏡頭,"['2', '5', '8', '12']"
223502133,NEXTBASE A26R【1080P Sony Starvis IMX307 獨立晶片 聯詠NT96671】後鏡頭 汽車行車紀錄器 記錄器,https://cs-d.ecimg.tw/items/DEBB91A900DW6WU/000001_1654054204.jpg,後鏡頭,"['2', '5', '8', '12']"
223502134,CITY 手機磁吸式自拍鏡備磁吸式後鏡頭自拍鏡-兩各一組,https://cs-d.ecimg.tw/items/DSBC1XA900J02CZ/000001_1751517019.jpg,後鏡頭,"['2', '5', '8', '12']"
223502135,ACRYLIC PLANET 亞克力星球 鋁合金鋼化玻璃圈iPhone 15 Pro / 15 Pro Max鋁合金+玻璃膜一體式後鏡頭保護圈【三入裝可混搭】【完整包覆防護升級】,https://cs-d.ecimg.tw/items/DYAZ1IA900GO4EF/000001_1694973202.jpg,後鏡頭,"['2', '5', '8', '12']"
223502136,Polaroid 寶麗來 PERNIS ME101WG專用後鏡頭(MRC-50),https://cs-d.ecimg.tw/items/DEBB8LA900EXOD4/000001_1730274646.jpg,後鏡頭,"['2', '5', '8', '12']"
223502137,CARSCAM 行車王 行車記錄器 後鏡頭傳輸線【L型接頭】適用TU02a RM400 DV089 F710,https://cs-d.ecimg.tw/items/DEBB1FA900DZXKW/000001_1645080394.jpg,後鏡頭,"['2', '5', '8', '12']"
223502138,adidas 愛迪達 SUPERNOVA STRIDE 男女 跑步鞋,https://cs-d.ecimg.tw/items/DXBY2UA900HKUZ3/000001_1751939848.jpg,supernova,"['2', '5', '8', '12']"
223502139,adidas 愛迪達 adiFOM SUPERNOVA Slipper 休閒鞋 男鞋 米白-IF3917,https://cs-d.ecimg.tw/items/DXBY2UA900GXZQT/000001_1700797905.jpg,supernova,"['2', '5', '8', '12']"
223502140,Reading Planet - Mulan and other Legendary Stories from China - Level 8: Fiction (Supernova)(Kobo/電子書),https://cs-d.ecimg.tw/items/DJBQ38D900CPDYV/000001_1641822703.jpg,supernova,"['2', '5', '8', '12']"
223502141,En helt vanlig supernova(Kobo/電子書),https://cs-d.ecimg.tw/items/DJBQ8ZD900GD3NX/000001_1685064653.jpg,supernova,"['2', '5', '8', '12']"
223502142,"World Economic Meltdown: Supernova of Debt, Credit and Wealth Inequality(Kobo/電子書)",https://cs-d.ecimg.tw/items/DJBQ33D900CFK2G/000001_1641563959.jpg,supernova,"['2', '5', '8', '12']"
223502143,Satisfyer 德國 Supernova 吸吮G點按摩棒 (古典玫瑰)台灣唯一授權公司貨,https://cs-d.ecimg.tw/items/DEAJVDA900F2ELQ/000001_1653029435.jpg,supernova,"['2', '5', '8', '12']"
223502144,Reading Planet KS2 – Suffragettes - Their fight for the vote! – Level 8: Supernova(Kobo/電子書),https://cs-d.ecimg.tw/items/DJBQ38D900D9Q9V/000001_1642082774.jpg,supernova,"['2', '5', '8', '12']"
223502145,GELATERIA SUPERNOVA royal vanilla (全)(Kobo/電子書),https://cs-d.ecimg.tw/items/DJBQ1CD900DSZQO/000001_1642500305.jpg,supernova,"['2', '5', '8', '12']"
223502146,【デジタル限定】天咲光由写真集「Supernova」(Kobo/電子書),https://cs-d.ecimg.tw/items/DJBQ4CD900HH5DM/000001_1715735523.jpg,supernova,"['2', '5', '8', '12']"
223502147,北歐櫥窗 Georg Jensen Supernova 褶光落地燭台,https://cs-d.ecimg.tw/items/DQCH0AA900H1KTP/000001_1703583932.jpg,supernova,"['2', '5', '8', '12']"
223502148,Travel Blue 藍旅 商務靈動款背包(筆電包/防水電腦包/雙肩包/大容量背包)TB3068,https://cs-d.ecimg.tw/items/DIBMMAA900J40KY/000001_1754633781.jpg,防水電腦包,"['2', '5', '8', '12']"
223502149,Travel Blue 藍旅 進階專業背包 (後背包/筆電包/防水電腦包/雙肩包/商務背包)_TB3048,https://cs-d.ecimg.tw/items/DIBMMAA900J4UBR/000001_1755153285.jpg,防水電腦包,"['2', '5', '8', '12']"
223502150,uma hana 單色C大調14吋加厚防震防水機能型14吋電腦包(14吋電腦包/斜背防水電腦包/防水包),https://cs-d.ecimg.tw/items/DIBF5JA900HDTR4/000001_1728037668.jpg,防水電腦包,"['2', '5', '8', '12']"
223502151,Janyo Jonyer 純色簡約手提筆電包  牛津布筆電內膽包 輕便防水電腦包 公事包 14.6寸,https://cs-d.ecimg.tw/items/DICMIPA900HMMW1/000001_1720173083.jpg,防水電腦包,"['2', '5', '8', '12']"
223502152,【  AQUILA  】天鷹座輕旅通勤包(大容量 防水 電腦包 攝影包 斜背包 公事包 男包 包包),https://cs-d.ecimg.tw/items/DIBMTRA900I2Z2K/000001_1731762385.jpg,防水電腦包,"['2', '5', '8', '12']"
223502153,samore 素色尼龍電腦包 手提筆電包 輕量防水電腦包 13-14吋 (防潑水防塵防刮防碰撞 手提電腦收納包）,https://cs-d.ecimg.tw/items/DIBMUZA900J0YPM/000001_1752218783.jpg,防水電腦包,"['2', '5', '8', '12']"
223502154,Sily 14吋休閒男士皮質手提/單肩包 大容量防水電腦包 iPad手機文具/筆電內膽包 斜挎包 公文包 筆電包 保護套,https://cs-d.ecimg.tw/items/DIBMUZA900J3TBI/000001_1754467545.jpg,防水電腦包,"['2', '5', '8', '12']"
223502155,uma hana 台灣製造單色15.6吋加厚防震防水機能型15.6吋電腦包(15.6吋電腦包/斜背防水電腦包/防水包),https://cs-d.ecimg.tw/items/DIBF5JA900HE061/000001_1728037743.jpg,防水電腦包,"['2', '5', '8', '12']"
223502156,Travel Blue 藍旅 傳奇專業背包(筆電包/防水電腦包/雙肩包/商務背包)_TB3058,https://cs-d.ecimg.tw/items/DIBMMAA900J40I1/000001_1754632704.jpg,防水電腦包,"['2', '5', '8', '12']"
223502157,uma hana 台灣製造單色14吋加厚防震防水機能型14吋電腦包(14吋電腦包/斜背防水電腦包/防水包),https://cs-d.ecimg.tw/items/DIBF5JA900HE011/000001_1728037587.jpg,防水電腦包,"['2', '5', '8', '12']"
223502158,"Kiss Quiet 凱斯克 質感黑(白光/黄光)100W LED投射燈,防水全電壓探照燈",https://cs-d.ecimg.tw/items/QFAM2GA9009R6KG/000001_1668422416.jpg,led投射燈,"['2', '5', '8', '12']"
223502159,Kiss Quiet 凱斯克 質感黑(白光/黄光)30W LED投射燈全電壓探照燈-1入,https://cs-d.ecimg.tw/items/DEAX9WA900A37MN/000001_1668421724.jpg,led投射燈,"['2', '5', '8', '12']"
223502160,EVERLIGHT 億光 24入組 6W 恆亮 7cm崁孔 發光角度38度 LED投射燈 嵌燈(黃光/自然光),https://cs-d.ecimg.tw/items/DQBP8OA900I5HO5/000001_1733817064.jpg,led投射燈,"['2', '5', '8', '12']"
223502161,KINYO 太陽能LED投射燈二入組 (GL-5130),https://cs-d.ecimg.tw/items/DMAI0GA900FQ4K2/000001_1675244944.jpg,led投射燈,"['2', '5', '8', '12']"
223502162,Changyun 昌運監視器 ZY-150W-N 高防水性 150W LED投射燈 超強防水散熱機構 加透氣螺絲 防水IP-67 黃光白光,https://cs-d.ecimg.tw/items/DQBS4VA900HLDDV/000001_1718957849.jpg,led投射燈,"['2', '5', '8', '12']"
223502163,TOYAMA 特亞馬 超勁亮戶外防水LED投射燈25W(白光黃光任選),https://cs-d.ecimg.tw/items/QFAMC5A900A56UF/000001_1562828391.jpg,led投射燈,"['2', '5', '8', '12']"
223502164,昌運監視器 LC-20W LED投射燈 美國普瑞芯片散熱佳無水氣,https://cs-d.ecimg.tw/items/DQBS4VA900IHSVI/000001_1742886701.jpg,led投射燈,"['2', '5', '8', '12']"
223502165,【工程級】30W 白光 LED 投射燈 感應燈 補光燈 照明燈 防水 露營燈 探照燈 投射燈 戶外 防水 白光 夜燈 補光燈 人體感應燈 庭園燈 室外燈 樓梯燈 監控 另 10W 20W 50W 批發價,https://cs-d.ecimg.tw/items/DEBD26A900AOA1Q/000001_1695461700.jpg,led投射燈,"['2', '5', '8', '12']"
223502166,TOYAMA 特亞馬 100W黑鑽戶外防水LED投射燈(白光黃光任選),https://cs-d.ecimg.tw/items/DQBNAYA900GDXEV/000001_1685873362.jpg,led投射燈,"['2', '5', '8', '12']"
223502167,昌運監視器 LC-100W LED投射燈 美國普瑞芯片散熱佳無水氣,https://cs-d.ecimg.tw/items/DQBS2XA900GQCN9/000001_1697179112.jpg,led投射燈,"['2', '5', '8', '12']"
223502168,小趴菜小夜燈 拍拍燈 床頭燈 感應燈 手機支架 (2色可選) 交換禮物送禮,https://cs-d.ecimg.tw/items/DQBPC1A900G91VB/000001_1725174890.jpg,拍拍燈,"['2', '5', '8', '12']"
223502169,Les nez 香鼻子 拍拍燈 來打我鴨/小夜燈床頭燈USB燈伴睡入眠紓壓小物,https://cs-d.ecimg.tw/items/DQBPC1A900GPSGG/000001_1705043507.jpg,拍拍燈,"['2', '5', '8', '12']"
223502171,Kapibarasan 水豚君 可愛呆萌卡皮巴拉水豚小夜燈拍拍燈擺飾 250249(生日禮物 聖誕節)【小品館】,https://cs-d.ecimg.tw/items/DQBP7UA900HXMSB/000001_1728457875.jpg,拍拍燈,"['2', '5', '8', '12']"
223502172,RONEVER 【南紡購物中心】 蛋黃雞矽膠拍拍燈-(PC398),https://cs-d.ecimg.tw/items/DEDG0FA900FU65Q/000001_1700547165.jpg,拍拍燈,"['2', '5', '8', '12']"
223502173,Kyhome 卡通兔子LED電子鬧鐘 貪睡鐘 智能定時 床頭鬧鐘 拍拍燈 小夜燈 氛圍燈 床頭擺件 生日禮物,https://cs-d.ecimg.tw/items/DQBP7UA900J0UHX/000001_1752131430.jpg,拍拍燈,"['2', '5', '8', '12']"
223502174,KINYO 抱枕貓暖光拍拍燈 LED-6552,https://cs-d.ecimg.tw/items/DMALFAA900H2S4U/000001_1704934393.jpg,拍拍燈,"['2', '5', '8', '12']"
223502175,捷仕特 【JP嚴選-】西雅圖 多功能夜照拍拍燈 觸摸燈 緊急照明 小夜燈 衣櫃燈 車廂燈,https://cs-d.ecimg.tw/items/DEBDCTA900FX5KU/000001_1673231083.jpg,拍拍燈,"['2', '5', '8', '12']"
223502176,黏貼式觸摸LED無線遙控拍拍燈套裝(3入燈+1個遙控器),https://cs-d.ecimg.tw/items/QFAM1AA900ANOFQ/000001_1589362897.jpg,拍拍燈,"['2', '5', '8', '12']"
223502177,Sanrio 三麗鷗 拍拍燈盲盒 馬卡龍系列(單入隨機款),https://cs-d.ecimg.tw/items/DEASPCA900IRFXX/000001_1746587407.jpg,拍拍燈,"['2', '5', '8', '12']"
223502178,KU.KU 酷咕鴨 小圈圈遊戲床,https://cs-d.ecimg.tw/items/DWAC6FA900GLAHG/000001_1692693567.jpg,遊戲床,"['2', '5', '8', '12']"
223502179,EMC 遊戲床可隨時收納~超方便~有藍咖紅三色可選,https://cs-d.ecimg.tw/items/QFAT1PA9006MGAY/000001_1478490050.jpg,遊戲床,"['2', '5', '8', '12']"
223502180,nanobebe NATURAL 1吋純棉天然乳膠床墊(遊戲床專用)(105x75cm)-女生款,https://cs-d.ecimg.tw/items/DECHC8A900FRXQ2/000001_1669256528.jpg,遊戲床,"['2', '5', '8', '12']"
223502181,巧福 兒童遊戲圍欄CF-1216 (圍欄/遊戲床/球池/安全門欄/一體成形/遊戲城堡/寵物圍欄),https://cs-d.ecimg.tw/items/DWAG1BA900GD5MX/000001_1744335430.jpg,遊戲床,"['2', '5', '8', '12']"
223502182,GetSport 【南紡購物中心】 有氧彈跳床36吋(跳跳床/跳高床/有氧跳床/兒童遊戲床/彈簧床/跳跳樂)【運動休閒館】,https://cs-d.ecimg.tw/items/QCAS18A90083Z0B/000001_1687948671.jpg,遊戲床,"['2', '5', '8', '12']"
223502183,BabyBabe 二層家用摺疊嬰兒床(雙層可收折遊戲床),https://cs-d.ecimg.tw/items/DWACSXA900IHF97/000001_1742529382.jpg,遊戲床,"['2', '5', '8', '12']"
223502184,Kooma 多功能蚊帳(適用推車遊戲床提籃),https://cs-d.ecimg.tw/items/DECHCEA900BAWPC/000001_1619577492.jpg,遊戲床,"['2', '5', '8', '12']"
223502185,i-Smart 聰明媽咪 杜邦立體防蹣透氣墊-遊戲床103x70cm(8公分加厚款),https://cs-d.ecimg.tw/items/DWACSXA900I5SIJ/000001_1733982997.jpg,遊戲床,"['2', '5', '8', '12']"
223502186,L.A. Baby 贈床包 嬰兒床 床邊床 遊戲床,https://cs-d.ecimg.tw/items/DWACT1A900IEYMZ/000001_1744856913.jpg,遊戲床,"['2', '5', '8', '12']"
223502187,Lionelo 波蘭 Stefi 二合一遊戲嬰兒床(旅行嬰兒床/遊戲圍欄 二合一模式 遊戲床),https://cs-d.ecimg.tw/items/DWACW3A900J1RCT/000001_1752919843.jpg,遊戲床,"['2', '5', '8', '12']"
223502188,MINONO 米諾諾 針筒式多用途AB膠/黏著劑(24ml),https://cs-d.ecimg.tw/items/DEAC3AA900FYSSR/000001_1675151685.jpg,ab膠,"['2', '5', '8', '12']"
223502189,Power Bon 耐高溫 AB膠 多種材質黏合修補用 50g,https://cs-d.ecimg.tw/items/DEAC3AA64831633/000001_1697438365.jpg,ab膠,"['2', '5', '8', '12']"
223502190,PowerBon泛用90分AB膠2L/組 總重1800g,https://cs-d.ecimg.tw/items/DEAC3AA9007F7FV/000001_1478542931.jpg,ab膠,"['2', '5', '8', '12']"
223502191,KS BOND 修繕屋 QS-1 AB膠 15g組,https://cs-d.ecimg.tw/items/DEAC3AA81464322/000001_1614935230.jpg,ab膠,"['2', '5', '8', '12']"
223502192,Do House 嘟嘟屋 附安裝工具！強力鑄工AB膠(25ml)-單入(修補膠 萬能膠水 焊接膠 焊接劑 防水膠 補漏膠 強力膠),https://cs-d.ecimg.tw/items/DQBB0YA900IUDJU/000001_1747811124.jpg,ab膠,"['2', '5', '8', '12']"
223502193,2入組 3:1 超清AB膠 200G,https://cs-d.ecimg.tw/items/DEAZTKA900HQ9KK/000001_1723618395.jpg,ab膠,"['2', '5', '8', '12']"
223502194,50g 黑白 凝膠狀 環氧樹脂 快速黏合 AB膠,https://cs-d.ecimg.tw/items/QFAMBVB9009FN1L/000001_1537771443.jpg,ab膠,"['2', '5', '8', '12']"
223502195,一品川流 米諾諾金屬用AB膠-56g-2組,https://cs-d.ecimg.tw/items/DQBBFDA900IWZUL/000001_1750400487.jpg,ab膠,"['2', '5', '8', '12']"
223502196,【50ml 比焊接牢固 贈輔助工具】強力AB膠 強力膠 強力鑄工膠 焊接膠 補漏膠 修補神器 萬能補膠 HDTCA2,https://cs-d.ecimg.tw/items/DSBE0QA900FSILQ/000001_1669689270.jpg,ab膠,"['2', '5', '8', '12']"
223502197,一品川流 米諾諾多用途AB膠-34g-4組,https://cs-d.ecimg.tw/items/DQBB0YA900IYQ9F/000001_1750657629.jpg,ab膠,"['2', '5', '8', '12']"
223502198,ZIV 運動太陽眼鏡/護目鏡 IRON系列 160亮黑框 全天候變色鏡片 (墨鏡/運動眼鏡/路跑/抗UV眼鏡/單車/自行車),https://cs-d.ecimg.tw/items/DEAOYVA900G6IFR/000001_1680072061.jpg,運動眼鏡,"['2', '5', '8', '12']"
223502199,ZIV 【運動眼鏡】SPORT RX運動款球類安全眼鏡 共9色 官方直營,https://cs-d.ecimg.tw/items/DICVKAA900FN0HQ/000001_1665630633.jpg,運動眼鏡,"['2', '5', '8', '12']"
223502200,CARSON 美國 Paracord運動眼鏡帶(焰紅) / 眼鏡繩 眼鏡固定帶 防滑眼鏡繩 墨鏡繩 運動眼鏡繩,https://cs-d.ecimg.tw/items/DXAF6CA900IU21T/000001_1747638444.jpg,運動眼鏡,"['2', '5', '8', '12']"
223502201,BASEE 大鏡框兒童防霧泳鏡 高清防水游泳眼鏡 大視野蛙鏡/游泳鏡/潛水鏡/運動眼鏡,https://cs-d.ecimg.tw/items/DXBL09A900H4C9J/000001_1706526283.jpg,運動眼鏡,"['2', '5', '8', '12']"
223502202,ACEKA 質感曜石黑框運動眼鏡-透明鏡片 (SHIELD 防護系列),https://cs-d.ecimg.tw/items/DICVHTA900FMOQH/000001_1665105401.jpg,運動眼鏡,"['2', '5', '8', '12']"
223502203,SUNS 【南紡購物中心】 拉鍊掛勾眼鏡盒 大框收納盒/時尚拉鍊設計/運動眼鏡/戶外休閒/素面,https://cs-d.ecimg.tw/items/DIDV2XA900BJMP3/000001_1625714342.jpg,運動眼鏡,"['2', '5', '8', '12']"
223502204,MERIDA 美利達 自行車變色護目鏡 可換片 (墨鏡/太陽眼鏡/運動眼鏡/路跑/抗UV眼鏡/單車/自行車),https://cs-d.ecimg.tw/items/DEAOIRA900HOR5W/000001_1721963489.jpg,運動眼鏡,"['2', '5', '8', '12']"
223502205,((運動眼鏡防掉落好幫手)) 眼鏡防滑掉落必備之運動用眼鏡防滑矽膠繩帶 SK,https://cs-d.ecimg.tw/items/QDAW5MA90077MVY/000001_1478526307.jpg,運動眼鏡,"['2', '5', '8', '12']"
223502206,路達自行車衣百貨 【南紡購物中心】 【路達車衣百貨】SWAG(史瓦格)偏光運動眼鏡-亮黑藍 ENVIS,https://cs-d.ecimg.tw/items/DXBO48A900GI65V/000001_1689768950.jpg,運動眼鏡,"['2', '5', '8', '12']"
223502207,SOFT99 運動眼鏡撥水劑,https://cs-d.ecimg.tw/items/DICV4VA900FDZ7R/000001_1660294144.jpg,運動眼鏡,"['2', '5', '8', '12']"
223502208,MIZUNO 美津濃 男款長袖POLO衫 32TAB51732 藍綠,https://cs-d.ecimg.tw/items/DXAQ2RA900HX3TJ/000001_1728032024.jpg,長袖polo衫,"['2', '5', '8', '12']"
223502209,MIZUNO 美津濃 男款長袖POLO衫 32TAB51709 黑,https://cs-d.ecimg.tw/items/DXAQ2RA900HX3TZ/000001_1743388250.jpg,長袖polo衫,"['2', '5', '8', '12']"
223502210,Snowbee golf 司諾比女士款六角幾何長袖Polo衫/高爾夫球衫(高爾夫球衣 高球上衣),https://cs-d.ecimg.tw/items/DXAFDTA900H3DKV/000001_1705564712.jpg,長袖polo衫,"['2', '5', '8', '12']"
223502211,Kappa 義大利女長袖POLO衫 紅 FA66-F243-1,https://cs-d.ecimg.tw/items/DICUBEA900HNQTS/000001_1720889267.jpg,長袖polo衫,"['2', '5', '8', '12']"
223502212,遊遍天下 男款立領抗UV防曬涼感吸濕排汗機能長袖POLO衫GL1040丈青(高爾夫球衫),https://cs-d.ecimg.tw/items/DEBL7EA900FDXQO/000001_1660276814.jpg,長袖polo衫,"['2', '5', '8', '12']"
223502213,RATOPS 瑞多仕 - 女款 Coolmax 抗UV薄長袖POLO衫_DB8449 薰衣草紫,https://cs-d.ecimg.tw/items/QCAK3YA90060MZN/000001_1478421363.jpg,長袖polo衫,"['2', '5', '8', '12']"
223502214,Pierre Cardin 皮爾卡登 男款 棉質混紡假兩件襯衫領條紋印花長袖POLO衫-黑色 (5225295-99),https://cs-d.ecimg.tw/items/DICUA0A900FRVWV/000001_1669191344.jpg,長袖polo衫,"['2', '5', '8', '12']"
223502215,STEIFF 德國精品童裝 - 長袖Polo衫 酒紅色 (黑黃條紋),https://cs-d.ecimg.tw/items/DEBGZZA900FR8AI/000001_1668505685.jpg,長袖polo衫,"['2', '5', '8', '12']"
223502216,Michael Kors 100%純棉亞麻灰色條紋長袖POLO衫,https://cs-d.ecimg.tw/items/DICKGKA900I1YSL/000001_1730952924.jpg,長袖polo衫,"['2', '5', '8', '12']"
223502217,HeHa 現貨出清 國旗刺繡翻領長袖POLO衫 三色,https://cs-d.ecimg.tw/items/QDAI3RA900AQ2AD/000001_1741922662.jpg,長袖polo衫,"['2', '5', '8', '12']"
223502218,ENSKY 日空版神隱少女無臉男桌上疊疊樂PVC公仔NOS-72宮崎駿吉卜力模型千尋與千手辦坊寶寶煤炭球,https://cs-d.ecimg.tw/items/DCBAGMA900G9LR7/000001_1682496635.jpg,宮崎駿,"['2', '5', '8', '12']"
223502219,【日本正版】紙劇場 神隱少女 紙雕模型 紙模型 立體模型 油屋 宮崎駿 PAPER THEATER 519315,https://cs-d.ecimg.tw/items/DEEE1FA900H4PF5/000001_1706688310.jpg,宮崎駿,"['2', '5', '8', '12']"
223502220,HyRead 宮崎 駿 出發點1979-1996(電子書),https://cs-d.ecimg.tw/items/DJBR5CD900INZ8U/000001_1745557146.jpg,宮崎駿,"['2', '5', '8', '12']"
223502221,日本senko地墊地毯45x120cm腳踏墊536616龍貓吉卜力宮崎駿TOTORO適客廳玄關臥室,https://cs-d.ecimg.tw/items/DCBAGMA900GIJBQ/000001_1689948294.jpg,宮崎駿,"['2', '5', '8', '12']"
223502222,Uni 三菱 日本宮崎駿KURU TOGA不斷蕊自動旋轉0.5mm自動鉛筆0316轉轉筆-豆豆龍貓/黑貓魔女宅急便automatic pencil,https://cs-d.ecimg.tw/items/DQBHDGA900I4CCA/000001_1732802046.jpg,宮崎駿,"['2', '5', '8', '12']"
223502223,宮崎駿 日本進口【龍貓】斜背零錢包,https://cs-d.ecimg.tw/items/DEAS7YA900B9R52/000001_1697365650.jpg,宮崎駿,"['2', '5', '8', '12']"
223502224,天才的思考：高畑勳與宮崎駿,https://cs-d.ecimg.tw/items/DJBP41A900C7CRY/000001_1640660685.jpg,宮崎駿,"['2', '5', '8', '12']"
223502225,Zippo 日系~吉卜力工作室-宮崎駿-紅豬-Savoia號圖案貼飾,https://cs-d.ecimg.tw/items/DEAZTOA900EYPT0/000001_1651087213.jpg,宮崎駿,"['2', '5', '8', '12']"
223502226,HyRead 他與她的飛行:宮崎駿與日本動畫美少女的戰鬥情結(電子書),https://cs-d.ecimg.tw/items/DJBR5CD900IKRCN/000001_1744802633.jpg,宮崎駿,"['2', '5', '8', '12']"
223502227,百科良品 宮崎駿 吉卜力 綠意龍貓 龍貓巴士 輕量不鏽鋼保溫杯 隨身杯 保溫保冷杯 470ml 附背帶(彈蓋直飲口),https://cs-d.ecimg.tw/items/DEBW4PA900HEKQ6/000001_1713427831.jpg,宮崎駿,"['2', '5', '8', '12']"
223502228,ProsKit 寶工 MT-4606 紅外線測溫槍,https://cs-d.ecimg.tw/items/DEACFDA900AA5EF/000001_1744166437.jpg,測溫槍,"['2', '5', '8']"
223502229,KONQOR 「380C」紅外線快速測溫槍快速方便 (運動版)*無法檢測體溫*,https://cs-d.ecimg.tw/items/DEACBUA900AA05F/000001_1569402018.jpg,測溫槍,"['2', '5', '8']"
223502230,【南紡購物中心】 升級版 GM550 紅外線 感應測溫槍 -50~550度 溫度槍 測溫槍 工業 家居 餐飲 廚房 IH爐鍋用,https://cs-d.ecimg.tw/items/DEDG87A900G99KI/000001_1682300071.jpg,測溫槍,"['2', '5', '8']"
223502231,BSIDE 艾默 紅外線測溫槍 非接觸式 紅外線溫度計 測溫儀器/油溫槍/料理測溫/H2 一鍵快速測溫,https://cs-d.ecimg.tw/items/DCBA3NA900HHMJM/000001_1730706474.jpg,測溫槍,"['2', '5', '8']"
223502232,-20到400度 紅外線熱成像 熱感應 漏水熱像儀 紅外線熱像儀 紅外測溫儀 測溫槍 測溫儀 165-FLTG400R,https://cs-d.ecimg.tw/items/DQBE7CA900ILEMR/000001_1744956828.jpg,測溫槍,"['2', '5', '8']"
223502233,"Dr.AV 聖岡科技 非接觸型,安全又方便  【N 】RD-3820A 紅外線溫度計測溫槍油溫槍",https://cs-d.ecimg.tw/items/QBAH4AA9009FX7X/000001_1691638534.jpg,測溫槍,"['2', '5', '8']"
223502234,BENETECH GM320紅外線測溫槍,https://cs-d.ecimg.tw/items/DEBUEBA9007GHAS/000001_1699340499.jpg,測溫槍,"['2', '5', '8']"
223502235,職人工具 工業測溫槍 測溫儀 電子溫度計 9點雷射 料理溫度槍 液晶溫度計 測烤箱 數字式測溫儀 紅外線溫度測量 工業測溫儀,https://cs-d.ecimg.tw/items/DEACCIA900FR3EN/000001_1668404950.jpg,測溫槍,"['2', '5', '8']"
223502236,【定位測溫】紅外線測溫槍 感應式測溫槍 電子溫度計 HASE73,https://cs-d.ecimg.tw/items/DSBE1FA900HOS0L/000001_1721980109.jpg,測溫槍,"['2', '5', '8']"
223502237,BENETECH 標智 GT750 紅外線測溫儀 測溫槍 溫度計,https://cs-d.ecimg.tw/items/DEACBUA900A66TF/000001_1564062738.jpg,測溫槍,"['2', '5', '8']"
223502238,Suzzi 積木旅行分裝瓶 繽紛M 70ml - 三件旅行組,https://cs-d.ecimg.tw/items/DICD19A900AXDGK/000001_1692859021.jpg,旅行分裝瓶,"['2', '5', '8']"
223502239,Suzzi 積木旅行分裝瓶 繽紛S 50ml - 三件旅行組,https://cs-d.ecimg.tw/items/DICD19A900AXDOI/000001_1692858768.jpg,旅行分裝瓶,"['2', '5', '8']"
